,sadness,joy,love,anger,fear,surprise
score,0.02825996931642294,0.5016854628920555,0.0021916436380706728,0.4649286475032568,0.002156084286980331,0.0007781260937917978
score,0.004722533281892538,0.005836171098053455,0.0008966820314526558,0.6784263849258423,0.3089730739593506,0.001145114074461162
score,0.7047181725502014,0.018059596040984616,0.001247671913006343,0.07954505551606417,0.19522817805409431,0.0012013549712719396
score,0.0022014526766724885,0.0029177332762628794,0.0009510220552328974,0.0060080427210778,0.6139288246631622,0.3739929050207138
score,0.07090268284082413,0.7377298474311829,0.007424233481287956,0.16646753251552582,0.016345243901014328,0.0011304726358503103
score,0.07984602451324463,0.003754157805815339,0.0007494682795368135,0.9070440530776978,0.00822958443313837,0.00037670161691494286
score,0.001195180811919272,0.0006821290007792413,0.0002187493082601577,0.9917255640029907,0.005985734518617392,0.00019264116417616606
score,0.0007650845218449831,0.000420410797232762,0.00018692464800551534,0.9975201487541199,0.000954394054133445,0.00015300142695195973
score,0.004967777989804745,0.04810821823775768,0.0011101703130407259,0.9310350716114044,0.014143172651529312,0.0006356502126436681
score,0.020805828273296356,0.003924718592315912,0.006631955970078707,0.9667710661888123,0.0009767621522769332,0.0008896816871128976
score,0.013585014268755913,0.0009786061709746718,0.00042201403994113207,0.9839314818382263,0.0008449534652754664,0.00023788884573150426
score,0.0026515161152929068,0.014162837527692318,0.975193202495575,0.006692118011415005,0.0005469954339787364,0.0007533620810136199
score,0.015551417134702206,0.6717957854270935,0.003996404353529215,0.2975621521472931,0.009473382495343685,0.0016208600718528032
score,0.020314492285251617,0.005631574895232916,0.0011325005907565355,0.5148798227310181,0.45688769221305847,0.0011538980761542916
score,0.09988229861482978,0.06992747529875487,0.0025738328986335546,0.8213792443275452,0.005147136398591101,0.001090052814106457
score,0.981105625629425,0.011243989691138268,0.0015392994973808527,0.004846338182687759,0.0004456987662706524,0.0008190844091586769
score,0.10320165753364563,0.4459787521045655,0.0019206043798476458,0.3197790961712599,0.12554713524878025,0.003572798566892743
